city	Redding_CT	#00366C
city	Westport_CT	#004B84
city	Bridgeport_CT	#00619F
city	Burlington_CT	#0077BC
city	Simsbury_CT	#408DCE
city	North-Branford_CT	#68A1DC
city	Lyme_CT	#88B4E8
city	Ashford_CT	#A4C7F3
city	Groton_CT	#BED7FB
city	North-Franklin_CT	#D4E6FF
city	Unknown_CT	#F9F9F9F
city	Wells_ME	#3F5400
city	Cape-Elizabeth_ME	#7EA800
city	Standish_ME	#BED37F
city	Rockland_ME	#DEE9BF
city	Ipswich_MA	#4D3900
city	Sherborn_MA	#9A7300
city	Millis_MA	#E7AD00
city	Marthas-Vineyard_MA	#EFC855
city	Nantucket_MA	#F7E3AA
city	Unknown_MA	#F9EABF
city	Unknown_NH	#A800A8
city	Philadelphia_NY	#180000
city	Hermon_NY	#170000
city	Wilton_NY	#1C0000
city	Verona_NY	#220000
city	Northumberland_NY	#280000
city	Greenfield_NY	#2E0000
city	Saratoga_NY	#390000
city	Saratoga-Springs_NY	#340000
city	Greenwich_NY	#3F0000
city	Jackson_NY	#450000
city	Ballston-Spa_NY	#4B0000
city	Malta_NY	#510000
city	White-Creek_NY	#560000
city	Ballston_NY	#5C0000
city	Stillwater_NY	#620000
city	Charlton_NY	#680000
city	Glenville_NY	#6E0000
city	North-Hoosick_NY	#730000
city	Schaghticoke_NY	#790000
city	Hoosick-Falls_NY	#7F0000
city	Clifton-Park_NY	#850000
city	Guilderland_NY	#8B0000
city	Poestenkill_NY	#900000
city	Schodack_NY	#960000
city	Nassau_NY	#9C0000
city	Blenheim_NY	#A20000
city	North-Blenheim_NY	#A80000
city	Chatham_NY	#AA0606
city	Unknown_NY	#AC0C0C
city	Windham_NY	#AE1212
city	Cairo_NY	#B01818
city	Taghkanic_NY	#B42525
city	East-Taghkanic_NY	#B62B2B
city	Copake_NY	#B83131
city	Clermont_NY	#BB3737
city	Ancram_NY	#BD3E3E
city	Ancramdale_NY	#BF4444
city	Ulster_NY	#B84646
city	North-East_NY	#C14A4A
city	Milton_NY	#C55757
city	Wallkill_NY	#C75D5D
city	Mamakating_NY	#C96363
city	Holmes_NY	#CC6969
city	Brewster_NY	#D07676
city	Somers_NY	#D27C7C
city	Mohansic_NY	#D48282
city	Pound-Ridge_NY	#D68888
city	Montebello_NY	#DD9B9B
city	Armonk_NY	#DFA1A1
city	Greenport_NY	#E1A7A7
city	Shelter-Island_NY	#E3AEAE
city	Greenville_NY	#E5B4B4
city	East-Hampton_NY	#E7BABA
city	Lloyd-Harbor_NY	#E9C0C0
city	Mill-Neck_NY	#EBC7C7
city	Southampton_NY	#EECDCD
city	Huntington_NY	#F0D3D3
city	Oyster-Bay_NY	#F2D9D9
city	Smithtown_NY	#F4DFDF
city	Woodbury_NY	#F6E6E6
city	Islip_NY	#F8ECEC
city	East-Islip_NY	#FAF2F2
city	South-county_RI	#6C00A8
county	Fairfield_CT	#00366C
county	New-Haven_CT	#0066A5
county	Hartford_CT	#5295D4
county	New-London_CT	#99BFEF
county	Windham_CT	#D0E4FF
county	Larimer_CO	#220000
county	St.-Lawrence_NY	#69000C
county	Fulton_NY	#770312
county	Herkimer_NY	#850718
county	Jefferson_NY	#940C1D
county	Washington_NY	#A21122
county	Oneida_NY	#B11527
county	Saratoga_NY	#C0192C
county	Schenectady_NY	#CF1D31
county	Rensselaer_NY	#DF2135
county	Albany_NY	#EE253A
county	Schoharie_NY	#F43A49
county	Greene_NY	#F94C58
county	Columbia_NY	#FE5B65
county	Ulster_NY	#FF6972
county	Dutchess_NY	#FF767E
county	Sullivan_NY	#FF8389
county	Putnam_NY	#FF8F95
county	Orange_NY	#FF9BA0
county	Rockland_NY	#FFA6AA
county	Westchester_NY	#FFB1B5
county	Nassau_NY	#FFBCBF
county	Suffolk_NY	#FFC6C8
county	Essex_MA	#4D3900
county	Middlesex_MA	#9A7300
county	Norfolk_MA	#E7AD00
county	Dukes_MA	#EFC855
county	Nantucket_MA	#F7E3AA
county	York_ME	#3F5400
county	Cumberland_ME	#7EA800
county	Knox_ME	#BED37F
county	Washington_RI	#6C00A8
state	Connecticut	#0054A8
state	Maine	#7EA800
state	Massachusetts	#E7AD00
state	New-York	#A80000
state	Rhode-Island	#6C00A8
state	New-Hampshire	#A800A8
